Age of House (in Years) (bin),Condition of the house,Living area after renovation 2,Renovation Age Group,Renovation Status,Sale Price (bin),Years Since Renovation (bin),Zipcode Group,Age of House (in Years),Area of the House from Basement (in Sqft),Basement Area (in Sqft),Condition of the House Excellent,Condition of the House Fair,Condition of the House Good,Condition of the House Okay,Count of Sales Price,Ever Renovated Yes,Flat Area (in Sqft),Latitude,Living Area after Renovation (in Sqft),Longitude,Lot Area (in Sqft),Lot Area after Renovation (in Sqft),No of Bathrooms,No of Bedrooms,No of Floors,No of Times Visited,Number of records,Overall Grade,Sale Price,Total Records,Waterfront View Yes,Years Since Renovation
50,Good,Medium,0,Recently Renovated,510000,0,00000,52,1550,0,0,0,1,0,1,0,1550,47.6811,1970,-122.169,9750,9750,1.5,5,1,0,1,7,510000,1,0,0
50,Good,Medium,0,Recently Renovated,287000,0,00000,55,1030,1010,0,0,1,0,1,0,2040,47.5015,1560,-122.166,11772,9435,1.5,5,1,0,1,7,287000,1,0,0
50,Good,Small,0,Recently Renovated,248000,0,00000,59,1510,0,0,0,1,0,1,0,1510,47.4852,1480,-122.305,9078,9078,1.5,5,1,0,1,7,248000,1,0,0
50,Good,Medium,0,Recently Renovated,497500,0,00000,59,1230,940,0,0,1,0,1,0,2170,47.6111,1670,-122.126,8610,8610,1.5,5,1,0,1,7,497500,1,0,0
50,Good,Small,0,Recently Renovated,272000,0,00000,59,1560,990,0,0,1,0,1,0,2550,47.5014,1380,-122.172,6300,6300,1.5,5,1,0,1,7,272000,1,0,0
50,Good,Small,0,Recently Renovated,369000,0,00000,59,1560,990,0,0,1,0,1,0,2550,47.5014,1380,-122.172,6300,6300,1.5,5,1,0,1,7,369000,1,0,0
30,Good,Medium,0,Recently Renovated,175000,0,00000,39,1680,0,0,0,1,0,1,0,1680,47.3035,1800,-122.307,8400,8550,1.75,5,1,0,1,7,175000,1,0,0
30,Good,Medium,0,Recently Renovated,334000,0,00000,39,1750,840,0,0,1,0,1,0,2590,47.435,1820,-122.192,6720,7521,1.75,5,1,0,1,7,334000,1,0,0
40,Good,Small,0,Recently Renovated,205000,0,00000,40,1050,680,0,0,1,0,1,0,1730,47.3628,1350,-122.089,5200,5200,1.75,5,1,0,1,7,205000,1,0,0
40,Good,Medium,0,Recently Renovated,279950,0,00000,48,1460,690,0,0,1,0,1,0,2150,47.3952,1710,-122.176,7171,7300,1.75,5,1,0,1,7,279950,1,0,0
50,Good,Medium,0,Recently Renovated,434400,0,00000,50,1960,0,0,0,1,0,1,0,1960,47.7256,1800,-122.18,7875,7764,1.75,5,1,0,1,7,434400,1,0,0
50,Good,Medium,0,Recently Renovated,350000,0,00000,50,1180,1150,0,0,1,0,1,0,2330,47.4768,1690,-122.155,14322,10010,1.75,5,1,0,1,7,350000,1,0,0
50,Good,Medium,0,Recently Renovated,462000,0,00000,52,1250,0,0,0,1,0,1,0,1250,47.6101,1560,-122.138,10530,8190,1.75,5,1,0,1,7,462000,1,0,0
50,Good,Medium,0,Recently Renovated,390000,0,00000,52,1500,750,0,0,1,0,1,0,2250,47.7217,1940,-122.188,8970,8710,1.75,5,1,0,1,7,390000,1,0,0
50,Good,Medium,0,Recently Renovated,368500,0,00000,53,1520,1290,0,0,1,0,1,0,2810,47.4361,1770,-122.193,9360,9360,1.75,5,1,0,1,7,368500,1,0,0
50,Good,Large,0,Recently Renovated,368000,0,00000,55,1390,1200,0,0,1,0,1,0,2590,47.3941,2580,-122.307,9394,9049,1.75,5,1,0,1,7,368000,1,0,0
50,Good,Small,0,Recently Renovated,354000,0,00000,56,1060,770,0,0,1,0,1,0,1830,47.5208,1410,-122.35,7986,7260,1.75,5,1,0,1,7,354000,1,0,0
50,Good,Medium,0,Recently Renovated,520000,0,00000,57,1020,1020,0,0,1,0,1,0,2040,47.5941,1720,-122.144,5280,7344,1.75,5,1,0,1,7,520000,1,0,0
50,Good,Medium,0,Recently Renovated,322950,0,00000,58,1890,0,0,0,1,0,1,0,1890,47.7391,2350,-122.241,9600,5308,1.75,5,1,0,1,7,322968,1,0,0
50,Good,Small,0,Recently Renovated,200000,0,00000,59,1770,0,0,0,1,0,1,0,1770,47.5025,1370,-122.142,15525,10395,1.75,5,1,0,1,7,200000,1,0,0
60,Good,Medium,0,Recently Renovated,246000,0,00000,60,2030,0,0,0,1,0,1,0,2030,47.2867,1760,-122.209,10200,11550,1.75,5,1,0,1,7,246000,1,0,0
60,Good,Small,0,Recently Renovated,315000,0,00000,62,1160,1160,0,0,1,0,1,0,2320,47.4631,1410,-122.341,8100,7271,1.75,5,1,0,1,7,315000,1,0,0
60,Good,Medium,0,Recently Renovated,618000,0,00000,63,1880,0,0,0,1,0,1,0,1880,47.6059,2180,-122.154,18295,20674,1.75,5,1,0,1,7,618000,1,0,0
60,Good,Medium,0,Recently Renovated,565000,0,00000,63,1390,520,0,0,1,0,1,0,1910,47.5772,1750,-122.159,9720,9720,1.75,5,1,0,1,7,565000,1,0,0
60,Good,Medium,0,Recently Renovated,462000,0,00000,64,2210,630,0,0,1,0,1,0,2840,47.764,2000,-122.36,10220,9750,1.75,5,1,0,1,7,462000,1,0,0
60,Good,Medium,0,Recently Renovated,417500,0,00000,64,1360,700,0,0,1,0,1,0,2060,47.7767,2060,-122.365,10911,9688,1.75,5,1,0,1,7,417500,1,0,0
60,Good,Large,0,Recently Renovated,730000,0,00000,66,1420,1270,0,0,1,0,1,0,2690,47.5831,2600,-122.191,21357,17539,1.75,5,1,0,1,7,730000,1,0,0
70,Good,Medium,0,Recently Renovated,380000,0,00000,71,1120,200,0,0,1,0,1,0,1320,47.3937,2360,-122.323,38125,15070,1.75,5,1,0,1,7,380000,1,0,0
70,Good,Medium,0,Recently Renovated,470000,0,00000,73,1370,1370,0,0,1,0,1,0,2740,47.5738,1990,-122.315,9600,4800,1.75,5,1,0,1,7,470000,1,0,0
90,Good,Medium,0,Recently Renovated,635000,0,00000,98,1120,1120,0,0,1,0,1,0,2240,47.6727,1980,-122.293,4750,4750,1.75,5,1,0,1,7,635000,1,0,0
40,Good,Medium,0,Recently Renovated,455000,0,00000,49,1120,750,0,0,1,0,1,0,1870,47.5243,1860,-122.042,13970,13970,2,5,1,0,1,7,455000,1,0,0
50,Good,Medium,0,Recently Renovated,355500,0,00000,50,2360,0,0,0,1,0,1,0,2360,47.3299,1860,-122.046,19899,19998,2,5,1,0,1,7,355500,1,0,0
50,Good,Medium,0,Recently Renovated,460000,0,00000,55,1010,900,0,0,1,0,1,0,1910,47.601,1700,-122.134,12264,9179,2,5,1,0,1,7,460000,1,0,0
50,Good,Medium,0,Recently Renovated,400000,0,00000,56,1020,910,0,0,1,0,1,0,1930,47.7743,2040,-122.235,9747,9370,2,5,1,0,1,7,400000,1,0,0
50,Good,Medium,0,Recently Renovated,275000,0,00000,56,1250,1010,0,0,1,0,1,0,2260,47.3896,1950,-122.218,11970,11970,2,5,1,0,1,7,275000,1,0,0
50,Good,Medium,0,Recently Renovated,389000,0,00000,56,1190,1140,0,0,1,0,1,0,2330,47.7325,1830,-122.245,10750,10180,2,5,1,0,1,7,389000,1,0,0
50,Good,Medium,0,Recently Renovated,580000,0,00000,56,1540,1160,0,0,1,0,1,0,2700,47.6163,2040,-122.138,10875,7464,2,5,1,0,1,7,580000,1,0,0
50,Good,Medium,0,Recently Renovated,302000,0,00000,58,1540,0,0,0,1,0,1,0,1540,47.4915,2260,-122.143,9629,9600,2,5,1,0,1,7,302000,1,0,0
50,Good,Medium,0,Recently Renovated,510000,0,00000,59,1370,1370,0,0,1,0,1,0,2740,47.6819,1660,-122.393,3838,4040,2,5,1,0,1,7,510000,1,0,0
60,Good,Medium,0,Recently Renovated,480000,0,00000,60,1340,1250,0,0,1,0,1,0,2590,47.6112,1750,-122.126,8610,8610,2,5,1,0,1,7,480000,1,0,0
60,Good,Medium,0,Recently Renovated,800000,0,00000,61,1500,1460,0,0,1,0,1,0,2960,47.6162,2160,-122.174,10960,10960,2,5,1,0,1,7,800000,1,0,0
30,Good,Medium,0,Recently Renovated,330000,0,00000,32,1300,700,0,0,1,0,1,0,2000,47.4291,2000,-122.292,7900,9132,2.25,5,1,0,1,7,330000,1,0,0
30,Good,Medium,0,Recently Renovated,275000,0,00000,39,1080,740,0,0,1,0,1,0,1820,47.4058,1820,-122.177,10500,7500,2.25,5,1,0,1,7,275000,1,0,0
50,Good,Medium,0,Recently Renovated,260000,0,00000,51,1270,1050,0,0,1,0,1,0,2320,47.3351,1760,-122.282,6375,7600,2.25,5,1,0,1,7,260000,1,0,0
50,Good,Medium,0,Recently Renovated,750000,0,00000,55,1010,1010,0,0,1,0,1,0,2020,47.5763,1890,-122.219,8400,9233,2.25,5,1,0,1,7,750000,1,0,0
50,Good,Medium,0,Recently Renovated,342500,0,00000,55,1050,1050,0,0,1,0,1,0,2100,47.4922,2100,-122.134,10726,10726,2.25,5,1,0,1,7,342500,1,0,0
50,Good,Medium,0,Recently Renovated,268450,0,00000,55,1100,1100,0,0,1,0,1,0,2200,47.3263,1780,-122.364,9600,9680,2.25,5,1,0,1,7,268450,1,0,0
50,Good,Medium,0,Recently Renovated,307700,0,00000,56,1260,720,0,0,1,0,1,0,1980,47.3984,1880,-122.301,13132,11325,2.25,5,1,0,1,7,307700,1,0,0
50,Good,Medium,0,Recently Renovated,509500,0,00000,57,1320,740,0,0,1,0,1,0,2060,47.6122,2050,-122.137,9000,8800,2.25,5,1,0,1,7,509500,1,0,0
60,Good,Medium,0,Recently Renovated,400000,0,00000,60,1080,990,0,0,1,0,1,0,2070,47.6095,1740,-122.122,10488,9225,2.25,5,1,0,1,7,400000,1,0,0
80,Good,Large,0,Recently Renovated,1129550,0,00000,89,1770,870,0,0,1,0,1,0,2640,47.6191,3240,-122.234,14959,17904,2.25,5,1,0,1,7,1129575,1,0,0
20,Good,Medium,0,Recently Renovated,292000,0,00000,29,1490,1000,0,0,1,0,1,0,2490,47.4022,1930,-122.171,7666,7415,2.5,5,1,0,1,7,292000,1,0,0
30,Good,Medium,0,Recently Renovated,459000,0,00000,39,1350,1300,0,0,1,0,1,0,2650,47.7482,2160,-122.244,12987,12726,2.5,5,1,0,1,7,459000,1,0,0
40,Good,Medium,0,Recently Renovated,446950,0,00000,41,1360,890,0,0,1,0,1,0,2250,47.7316,1820,-122.221,7945,7866,2.5,5,1,0,1,7,446950,1,0,0
40,Good,Medium,0,Recently Renovated,661500,0,00000,41,1490,1010,0,0,1,0,1,0,2500,47.6964,1960,-122.12,7200,8325,2.5,5,1,0,1,7,661500,1,0,0
40,Good,Medium,0,Recently Renovated,475000,0,00000,41,1490,1020,0,0,1,0,1,0,2510,47.7212,1840,-122.172,8050,8471,2.5,5,1,0,1,7,475000,1,0,0
40,Good,Medium,0,Recently Renovated,280000,0,00000,43,1100,530,0,0,1,0,1,0,1630,47.3657,1630,-122.113,20750,8640,2.5,5,1,0,1,7,280000,1,0,0
40,Good,Medium,0,Recently Renovated,474950,0,00000,43,1460,620,0,0,1,0,1,0,2080,47.7334,1840,-122.168,8347,7713,2.5,5,1,0,1,7,474950,1,0,0
40,Good,Medium,0,Recently Renovated,510000,0,00000,43,1260,1250,0,0,1,0,1,0,2510,47.4576,2460,-121.984,83231,46431,2.5,5,1,0,1,7,510000,1,0,0
40,Good,Small,0,Recently Renovated,320900,0,00000,47,1400,800,0,0,1,0,1,0,2200,47.3073,1360,-122.006,8500,8855,2.5,5,1,0,1,7,320900,1,0,0
50,Good,Medium,0,Recently Renovated,613000,0,00000,51,1340,730,0,0,1,0,1,0,2070,47.626,2090,-122.104,12000,12000,2.5,5,1,0,1,7,613000,1,0,0
50,Good,Medium,0,Recently Renovated,270000,0,00000,51,1330,810,0,0,1,0,1,0,2140,47.3927,2050,-122.194,10320,8964,2.5,5,1,0,1,7,270000,1,0,0
50,Good,Large,0,Recently Renovated,318000,0,00000,51,1410,1410,0,0,1,0,1,0,2820,47.4715,2700,-122.33,9956,9956,2.5,5,1,0,1,7,318000,1,0,0
50,Good,Large,0,Recently Renovated,530000,0,00000,54,1690,1220,0,0,1,0,1,0,2910,47.5803,2830,-122.119,9636,10385,2.5,5,1,0,1,7,530000,1,0,0
50,Good,Medium,0,Recently Renovated,480000,0,00000,55,1240,800,0,0,1,0,1,0,2040,47.6544,1800,-122.134,9597,8553,2.5,5,1,0,1,7,480000,1,0,0
50,Good,Small,0,Recently Renovated,317000,0,00000,56,1180,1180,0,0,1,0,1,0,2360,47.4875,1160,-122.255,11375,7800,2.5,5,1,0,1,7,317000,1,0,0
50,Good,Medium,0,Recently Renovated,425000,0,00000,56,1590,1250,0,0,1,0,1,0,2840,47.7609,1900,-122.297,9425,11600,2.5,5,1,0,1,7,425000,1,0,0
50,Good,Medium,0,Recently Renovated,525000,0,00000,57,1180,1180,0,0,1,0,1,0,2360,47.5552,2200,-122.178,10081,10461,2.5,5,1,0,1,7,525000,1,0,0
50,Good,Medium,0,Recently Renovated,299000,0,00000,58,1290,650,0,0,1,0,1,0,1940,47.7438,1810,-122.328,9389,9390,2.5,5,1,0,1,7,299000,1,0,0
50,Good,Medium,0,Recently Renovated,657000,0,00000,58,1290,1240,0,0,1,0,1,0,2530,47.616,2040,-122.115,10190,8560,2.5,5,1,0,1,7,657000,1,0,0
50,Good,Medium,0,Recently Renovated,550000,0,00000,58,1480,1480,0,0,1,0,1,0,2960,47.5866,1900,-122.171,9877,9877,2.5,5,1,0,1,7,550000,1,0,0
50,Good,Medium,0,Recently Renovated,820000,0,00000,58,1580,1580,0,0,1,0,1,0,3160,47.5735,2440,-122.208,8000,8079,2.5,5,1,0,1,7,820000,1,0,0
50,Good,Medium,0,Recently Renovated,199950,0,00000,59,1740,0,0,0,1,0,1,0,1740,47.3904,1740,-122.299,8750,8750,2.5,5,1,0,1,7,199950,1,0,0
80,Good,Small,0,Recently Renovated,418000,0,00000,89,1080,900,0,0,1,0,1,0,1980,47.699,1310,-122.307,10205,5413,2.5,5,1,0,1,7,418000,1,0,0
100,Good,Medium,0,Recently Renovated,739000,0,00000,105,1620,1220,0,0,1,0,1,0,2840,47.5817,2200,-122.291,5000,5000,2.5,5,1,0,1,7,739000,1,0,0
40,Good,Medium,0,Recently Renovated,415000,0,00000,40,1220,840,0,0,1,0,1,0,2060,47.5358,1840,-122.289,8906,8906,2.75,5,1,0,1,7,415000,1,0,0
40,Good,Medium,0,Recently Renovated,321000,0,00000,40,1540,1490,0,0,1,0,1,0,3030,47.3661,1790,-122.28,7000,7330,2.75,5,1,0,1,7,321000,1,0,0
40,Good,Medium,0,Recently Renovated,406550,0,00000,44,1200,1200,0,0,1,0,1,0,2400,47.622,2390,-122.059,15781,7500,2.75,5,1,0,1,7,406550,1,0,0
40,Good,Medium,0,Recently Renovated,665000,0,00000,46,1550,780,0,0,1,0,1,0,2330,47.6651,1750,-122.144,8000,8419,2.75,5,1,0,1,7,665000,1,0,0
40,Good,Medium,0,Recently Renovated,525000,0,00000,46,1240,1200,0,0,1,0,1,0,2440,47.7283,1780,-122.17,8000,8391,2.75,5,1,0,1,7,525000,1,0,0
40,Good,Medium,0,Recently Renovated,449500,0,00000,49,1200,840,0,0,1,0,1,0,2040,47.7289,1530,-122.172,7488,7488,2.75,5,1,0,1,7,449500,1,0,0
40,Good,Medium,0,Recently Renovated,294000,0,00000,49,1400,900,0,0,1,0,1,0,2300,47.3084,1750,-122.372,7600,8500,2.75,5,1,0,1,7,294000,1,0,0
50,Good,Medium,0,Recently Renovated,530000,0,00000,50,1250,1250,0,0,1,0,1,0,2500,47.6225,2230,-122.108,7140,8400,2.75,5,1,0,1,7,530000,1,0,0
50,Good,Medium,0,Recently Renovated,330000,0,00000,52,1290,1100,0,0,1,0,1,0,2390,47.5149,1690,-122.263,6282,5202,2.75,5,1,0,1,7,330000,1,0,0
50,Good,Large,0,Recently Renovated,569950,0,00000,55,1600,910,0,0,1,0,1,0,2510,47.7719,2910,-122.282,28185,14880,2.75,5,1,0,1,7,569950,1,0,0
50,Good,Medium,0,Recently Renovated,687500,0,00000,55,2020,1300,0,0,1,0,1,0,3320,47.692,1840,-122.166,10500,10425,2.75,5,1,0,1,7,687500,1,0,0
50,Good,Medium,0,Recently Renovated,379000,0,00000,57,1500,1500,0,0,1,0,1,0,3000,47.497,2170,-122.088,25175,40523,2.75,5,1,0,1,7,379000,1,0,0
50,Good,Medium,0,Recently Renovated,628000,0,00000,58,1710,1120,0,0,1,0,1,0,2830,47.5828,2460,-122.118,11795,10880,2.75,5,1,0,1,7,628000,1,0,0
60,Good,Medium,0,Recently Renovated,915000,0,00000,64,1730,850,0,0,1,0,1,0,2580,47.6226,2040,-122.205,7630,7717,2.75,5,1,0,1,7,915000,1,0,0
60,Good,Large,0,Recently Renovated,760250,0,00000,65,1440,1100,0,0,1,0,1,0,2540,47.5875,2540,-122.24,8250,11000,2.75,5,1,0,1,7,760250,1,0,0
60,Good,Large,0,Recently Renovated,795000,0,00000,61,1730,1020,0,0,1,0,1,0,2750,47.5878,2520,-122.13,10000,10000,3,5,1,0,1,7,795000,1,0,0
60,Good,Medium,0,Recently Renovated,506000,0,00000,61,1370,1060,0,0,1,0,1,0,2430,47.603,1770,-122.12,8000,8000,3,5,1,0,1,7,506000,1,0,0
50,Good,Medium,0,Recently Renovated,565000,0,00000,53,1800,1060,0,0,1,0,1,0,2860,47.7757,1920,-122.295,20790,9612,3.25,5,1,0,1,7,565000,1,0,0
100,Good,Medium,0,Recently Renovated,535000,0,00000,105,1230,1230,0,0,1,0,1,0,2460,47.6721,1560,-122.323,6000,4275,1.75,6,1,0,1,7,535000,1,0,0
50,Good,Medium,0,Recently Renovated,380000,0,00000,50,1870,0,0,0,1,0,1,0,1870,47.5342,1500,-122.036,6969,6969,2,6,1,0,1,7,380000,1,0,0
40,Good,Medium,0,Recently Renovated,395000,0,00000,48,1700,1250,0,0,1,0,1,0,2950,47.7476,1790,-122.087,11200,11200,2.25,6,1,0,1,7,395000,1,0,0
40,Good,Medium,0,Recently Renovated,250000,0,00000,48,1340,1250,0,0,1,0,1,0,2590,47.4126,2474,-122.165,10890,10454,2.5,6,1,0,1,7,250000,1,0,0
50,Good,Large,0,Recently Renovated,730000,0,00000,55,1910,1370,0,0,1,0,1,0,3280,47.5914,2550,-122.134,16449,9532,2.75,6,1,0,1,7,730000,1,0,0
50,Good,Medium,0,Recently Renovated,410000,0,00000,56,1320,1200,0,0,1,0,1,0,2520,47.7636,1820,-122.294,9324,11000,2.75,6,1,0,1,7,410000,1,0,0
40,Good,Small,0,Recently Renovated,325000,0,00000,41,2650,0,0,0,1,0,1,0,2650,47.2069,1450,-121.989,12870,8668,3,6,1,0,1,7,325000,1,0,0
50,Good,Medium,0,Recently Renovated,326000,0,00000,52,1880,0,0,0,1,0,1,0,1880,47.5029,1540,-122.188,7200,13022,3,6,1,0,1,7,326000,1,0,0
60,Good,Large,0,Recently Renovated,435000,0,00000,61,1780,1780,0,0,1,0,1,0,3560,47.5282,3040,-122.269,4290,6000,3,6,1,0,1,7,435000,1,0,0
30,Good,Small,0,Recently Renovated,330000,0,00000,35,1060,1060,0,0,1,0,1,0,2120,47.5508,1380,-122.355,6893,6986,3.25,6,1,0,1,7,330000,1,0,0
110,Good,Medium,0,Recently Renovated,599000,0,00000,117,1880,700,0,0,1,0,1,0,2580,47.6025,2280,-122.294,5750,5750,2.5,7,1,0,1,7,599000,1,0,0
30,Excellent,Small,0,Recently Renovated,176000,0,00000,38,920,0,0,0,1,0,1,0,920,47.3779,1310,-122.32,2332,2853,1,2,1,0,1,8,176000,1,0,0
40,Excellent,Small,0,Recently Renovated,178500,0,00000,40,930,0,0,0,1,0,1,0,930,47.3822,1160,-122.318,3447,3447,1,2,1,0,1,8,178500,1,0,0
40,Excellent,Small,0,Recently Renovated,162950,0,00000,46,950,0,0,0,1,0,1,0,950,47.3793,1080,-122.321,2784,3899,1,2,1,0,1,8,162950,1,0,0
40,Excellent,Small,0,Recently Renovated,195000,0,00000,46,1080,0,0,0,1,0,1,0,1080,47.3792,1090,-122.321,3899,3899,1,2,1,0,1,8,195000,1,0,0
50,Excellent,Medium,0,Recently Renovated,700000,0,00000,59,1300,0,0,0,1,0,1,0,1300,47.6366,2420,-122.229,12000,15000,1,2,1,0,1,8,700000,1,0,0
50,Excellent,Medium,0,Recently Renovated,560000,0,00000,59,1360,430,0,0,1,0,1,0,1790,47.691,1790,-122.387,15783,7494,1,2,1,0,1,8,560000,1,0,0
60,Excellent,Medium,0,Recently Renovated,506000,0,00000,66,1150,420,0,0,1,0,1,0,1570,47.7221,1680,-122.371,8210,8196,1,2,1,0,1,8,506000,1,0,0
80,Excellent,Medium,0,Recently Renovated,490000,0,00000,81,1160,0,0,0,1,0,1,0,1160,47.6865,1750,-122.399,5000,5000,1,2,1,0,1,8,490000,1,0,0
80,Excellent,Small,0,Recently Renovated,450000,0,00000,87,880,500,0,0,1,0,1,0,1380,47.6947,1390,-122.323,4390,5234,1,2,1,0,1,8,450000,1,0,0
90,Excellent,Medium,0,Recently Renovated,631500,0,00000,91,1130,0,0,0,1,0,1,0,1130,47.6438,1680,-122.357,2640,3200,1,2,1,0,1,8,631500,1,0,0
100,Excellent,Small,0,Recently Renovated,543000,0,00000,100,940,0,0,0,1,0,1,0,940,47.6631,1440,-122.345,3864,3956,1,2,1,0,1,8,543000,1,0,0
30,Excellent,Small,0,Recently Renovated,245000,0,00000,35,1450,0,0,0,1,0,1,0,1450,47.3785,1460,-122.322,6258,5375,1.5,2,1,0,1,8,245000,1,0,0
40,Excellent,Small,0,Recently Renovated,330000,0,00000,40,1440,0,0,0,1,0,1,0,1440,47.2909,1460,-122.219,11954,9730,1.5,2,1,0,1,8,330000,1,0,0
40,Excellent,Small,0,Recently Renovated,460000,0,00000,42,1570,1160,0,0,1,0,1,0,2730,47.7698,1450,-121.898,19877,19509,1.5,2,1,0,1,8,460000,1,0,0
60,Excellent,Medium,0,Recently Renovated,650000,0,00000,62,1140,300,0,0,1,0,1,0,1440,47.7608,1740,-122.118,136778,21600,1.5,2,1,0,1,8,650000,1,0,0
60,Excellent,Medium,0,Recently Renovated,699000,0,00000,64,1400,0,0,0,1,0,1,0,1400,47.6768,1900,-122.269,4050,5940,1.5,2,1,0,1,8,699000,1,0,0
60,Excellent,Medium,0,Recently Renovated,530000,0,00000,64,970,420,0,0,1,0,1,0,1390,47.5673,1610,-122.401,5000,5000,1.5,2,1,0,1,8,530000,1,0,0
30,Excellent,Medium,0,Recently Renovated,620000,0,00000,35,1680,0,0,0,1,0,1,0,1680,47.5603,2390,-122.081,8187,7801,1.75,2,1,0,1,8,620000,1,0,0
30,Excellent,Small,0,Recently Renovated,149900,0,00000,36,1090,0,0,0,1,0,1,0,1090,47.3782,1360,-122.319,1950,3426,1.75,2,1,0,1,8,149900,1,0,0
30,Excellent,Small,0,Recently Renovated,216500,0,00000,38,1390,0,0,0,1,0,1,0,1390,47.3785,1390,-122.32,4482,4680,1.75,2,1,0,1,8,216500,1,0,0
30,Excellent,Small,0,Recently Renovated,202200,0,00000,39,1330,0,0,0,1,0,1,0,1330,47.3822,1220,-122.32,2159,3679,1.75,2,1,0,1,8,202200,1,0,0
40,Excellent,Small,0,Recently Renovated,210000,0,00000,43,1000,0,0,0,1,0,1,0,1000,47.3811,1150,-122.32,3554,4000,1.75,2,1,0,1,8,210000,1,0,0
40,Excellent,Small,0,Recently Renovated,276200,0,00000,43,1370,0,0,0,1,0,1,0,1370,47.3794,1370,-122.317,4495,4686,1.75,2,1,0,1,8,276200,1,0,0
40,Excellent,Small,0,Recently Renovated,187000,0,00000,44,1050,0,0,0,1,0,1,0,1050,47.3811,1150,-122.317,2926,3802,1.75,2,1,0,1,8,187000,1,0,0
40,Excellent,Medium,0,Recently Renovated,494950,0,00000,48,2220,0,0,0,1,0,1,0,2220,47.7403,2220,-122.129,33000,33000,1.75,2,1,0,1,8,494950,1,0,0
60,Excellent,Large,0,Recently Renovated,1100000,0,00000,68,2050,0,0,0,1,0,1,0,2050,47.6209,2980,-122.219,11900,11900,1.75,2,1,0,1,8,1100000,1,0,0
70,Excellent,Medium,0,Recently Renovated,766500,0,00000,71,1530,700,0,0,1,0,1,0,2230,47.6705,1970,-122.277,6930,6930,1.75,2,1,0,1,8,766500,1,0,0
70,Excellent,Medium,0,Recently Renovated,640500,0,00000,79,1340,300,0,0,1,0,1,0,1640,47.7068,1760,-122.308,6750,7490,1.75,2,1,0,1,8,640500,1,0,0
40,Excellent,Medium,0,Recently Renovated,382000,0,00000,44,1350,0,0,0,1,0,1,0,1350,47.6338,1800,-122.106,2560,2560,2,2,1,0,1,8,382000,1,0,0
50,Excellent,Medium,0,Recently Renovated,614300,0,00000,50,1410,800,0,0,1,0,1,0,2210,47.697,2140,-122.39,5500,6600,2.25,2,1,0,1,8,614306,1,0,0
60,Excellent,Large,0,Recently Renovated,530000,0,00000,64,1180,900,0,0,1,0,1,0,2080,47.3628,2590,-122.147,11285,13048,2.25,2,1,0,1,8,530000,1,0,0
60,Excellent,Medium,0,Recently Renovated,898000,0,00000,64,1480,990,0,0,1,0,1,0,2470,47.653,2070,-122.416,7658,7270,2.25,2,1,0,1,8,898000,1,0,0
40,Excellent,Medium,0,Recently Renovated,380000,0,00000,43,1590,520,0,0,1,0,1,0,2110,47.4137,1960,-122.212,114127,11250,2.5,2,1,0,1,8,380000,1,0,0
60,Excellent,Medium,0,Recently Renovated,424000,0,00000,63,1580,0,0,0,1,0,1,0,1580,47.7552,2130,-122.276,13912,16420,1,3,1,0,1,8,424000,1,0,0
60,Excellent,Small,0,Recently Renovated,665000,0,00000,65,1300,350,0,0,1,0,1,0,1650,47.6524,1440,-122.404,5102,5102,1,3,1,0,1,8,665000,1,0,0
60,Excellent,Medium,0,Recently Renovated,525000,0,00000,66,1140,420,0,0,1,0,1,0,1560,47.7261,2130,-122.364,8100,8100,1,3,1,0,1,8,525000,1,0,0
60,Excellent,Medium,0,Recently Renovated,439000,0,00000,69,1290,240,0,0,1,0,1,0,1530,47.4508,2090,-122.352,19007,20962,1,3,1,0,1,8,439000,1,0,0
80,Excellent,Small,0,Recently Renovated,375000,0,00000,81,1720,150,0,0,1,0,1,0,1870,47.7162,1460,-122.36,7671,7679,1,3,1,0,1,8,375000,1,0,0
80,Excellent,Medium,0,Recently Renovated,501000,0,00000,89,1160,0,0,0,1,0,1,0,1160,47.6718,1810,-122.291,4360,4360,1,3,1,0,1,8,501000,1,0,0
40,Excellent,Medium,0,Recently Renovated,246000,0,00000,42,1300,330,0,0,1,0,1,0,1630,47.3155,1960,-122.364,10200,6700,1.5,3,1,0,1,8,246000,1,0,0
40,Excellent,Medium,0,Recently Renovated,525000,0,00000,48,1840,0,0,0,1,0,1,0,1840,47.6746,1680,-122.164,10956,10950,1.5,3,1,0,1,8,525000,1,0,0
40,Excellent,Medium,0,Recently Renovated,524000,0,00000,48,1310,0,0,0,1,0,1,0,1310,47.6644,2100,-122.148,9471,9449,1.5,3,1,0,1,8,524000,1,0,0
50,Excellent,Medium,0,Recently Renovated,383000,0,00000,51,1340,0,0,0,1,0,1,0,1340,47.5389,1990,-122.173,7725,7725,1.5,3,1,0,1,8,383000,1,0,0
50,Excellent,Medium,0,Recently Renovated,510000,0,00000,54,1540,860,0,0,1,0,1,0,2400,47.6888,2380,-122.126,10275,10125,1.5,3,1,0,1,8,510000,1,0,0
50,Excellent,Medium,0,Recently Renovated,616000,0,00000,55,1740,0,0,0,1,0,1,0,1740,47.5748,1930,-122.237,9840,9840,1.5,3,1,0,1,8,616000,1,0,0
50,Excellent,Medium,0,Recently Renovated,500000,0,00000,56,1110,1110,0,0,1,0,1,0,2220,47.5473,2220,-122.172,8994,8994,1.5,3,1,0,1,8,500000,1,0,0
